0000000043	title
0000000043	file
0000000033	author
0000000031	year
0000000031	language
0000000029	pages
0000000029	abstract
0000000024	doi
0000000023	publisher
0000000021	isbn
0000000020	booktitle
0000000020	address
0000000019	editor
0000000016	shorttitle
0000000010	howpublished
0000000008	volume
0000000008	month
0000000008	journal
0000000008	issn
0000000005	number
0000000003	keywords
0000000001	type
0000000001	school
0000000001	copyright
